Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.006s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.005s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:23,2019-09-19 15:23:24,0.790s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.055s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.015s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:23,2019-09-19 15:23:23,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.748s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.314s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.015s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:24,2019-09-19 15:23:24,0.398s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:24,2019-09-19 15:23:25,0.332s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.044s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.260s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:25,2019-09-19 15:23:26,0.804s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.041s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:25,2019-09-19 15:23:25,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.704s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.052s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:26,2019-09-19 15:23:26,0.006s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:26,2019-09-19 15:23:27,0.734s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.034s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.007s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:27,2019-09-19 15:23:28,0.690s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.289s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:27,2019-09-19 15:23:27,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.314s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.052s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.245s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:28,2019-09-19 15:23:28,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:28,2019-09-19 15:23:29,0.683s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:28,2019-09-19 15:23:29,0.069s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:29,2019-09-19 15:23:30,1.015s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.033s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.001s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:29,2019-09-19 15:23:29,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.399s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.030s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.349s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:30,2019-09-19 15:23:31,0.323s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:30,2019-09-19 15:23:30,0.060s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.003s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.725s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.033s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.298s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.002s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.000s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.001s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:31,2019-09-19 15:23:31,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:31,2019-09-19 15:23:32,0.690s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.052s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.001s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.008s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:32,2019-09-19 15:23:33,0.745s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.046s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
parsingResponse = slurper.parseText(response.getResponseText()),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
println(parsingResponse),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.001s,PASSED
evidenceCode = evidenceCode,,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.000s,PASSED
println(evidenceCode),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.003s,PASSED
println(expectedEvidenceCode),,,,2019-09-19 15:23:32,2019-09-19 15:23:32,0.001s,PASSED
"if (expectedEvidenceCode != ""STD"")",,,,2019-09-19 15:23:33,2019-09-19 15:23:33,0.000s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-09-19 15:23:33,2019-09-19 15:23:33,0.002s,PASSED
,,,,,,,
Test Cases/AlterationScoringNBMajor/PRUmed Benefit Limitation/PRUmed Benefit Limitation,,,,2019-09-19 15:23:33,2019-09-19 15:23:33,0.728s,PASSED
"response = sendRequest(findTestObject(""AlterationScroingNBMajor/PRUmed Benefit Limitation/Version 1.0_Check_1.391/Request Object"", [""transactionType"":transactionType, ""clientType"":clientType, ""role"":role, ""subAlter"":subAlter, ""eviCode"":eviCode, ""riderCode"":riderCode, ... ]))",,,,2019-09-19 15:23:33,2019-09-19 15:23:33,0.367s,PASSED
